GB_ACC,GSM29537,GSM29638,GSM29643,GSM29644,GSM29645,GSM29646,GSM29647,GSM29648,GSM29649,GSM29650,GSM29651,GSM29652,GSM29653,ID
AA630674,110.3,34.2,27.6,24.6,45.2,24.6,42.0,35.5,46.1,47.2,95.0,92.0,111.6,226263_at
AL137432,379.1,422.9,456.7,376.8,239.4,352.7,452.6,617.3,497.4,199.0,177.2,260.0,235.7,226264_at
AW294894,512.4,426.0,374.8,274.2,155.5,558.8,376.6,271.2,669.1,192.6,261.8,332.9,403.8,226265_at
BF001889,97.3,138.1,147.2,157.4,184.8,157.3,116.0,141.7,123.9,105.6,194.8,107.0,172.3,226266_at
AA716425,1481.4,1269.7,1735.1,1564.1,1291.8,806.0,854.6,859.1,698.0,799.6,1100.5,506.2,922.7,226267_at
AI309554,30.6,97.9,29.2,49.0,74.0,40.9,35.3,86.8,64.6,55.9,46.8,104.6,159.7,226268_at
BF002104,70.7,83.8,93.6,68.6,88.2,104.7,55.1,119.7,123.5,143.1,87.8,96.6,182.8,226269_at
AL562686,205.2,255.2,315.0,246.6,143.9,296.8,233.4,371.7,273.3,310.1,279.1,181.5,332.0,226270_at
N46350,49.3,83.2,20.8,54.1,41.4,40.2,25.8,41.4,48.9,150.5,31.2,51.8,171.7,226271_at
N25986,184.7,289.0,177.1,198.2,143.8,241.7,284.8,214.9,422.0,298.0,238.3,195.5,265.4,226272_at
AA218974,134.8,115.6,251.8,201.5,287.4,308.7,281.6,164.4,204.2,168.4,161.5,203.3,180.5,226273_at
AK025562,453.3,220.2,424.5,382.3,514.2,593.3,557.8,314.5,390.3,338.6,373.3,399.9,296.2,226274_at
AI188653,210.2,238.0,277.6,263.2,232.3,177.4,224.9,190.9,171.2,219.5,257.0,176.9,205.0,226275_at
BF439522,889.9,852.2,759.9,1025.6,771.4,979.3,1092.2,1169.1,1151.9,1151.0,1363.1,937.2,1323.0,226276_at
AA889952,242.0,231.7,277.2,206.4,118.8,319.7,266.3,493.0,435.1,208.4,194.4,204.8,292.7,226277_at
AI150224,116.0,138.5,93.6,129.2,107.7,104.0,123.2,51.1,114.3,130.6,105.4,109.7,114.1,226278_at
AW471145,2173.0,3426.3,1044.9,1430.9,1255.2,1949.1,3394.8,2212.8,1607.1,2847.4,2027.0,2767.2,1674.2,226279_at
AA133277,331.1,387.1,438.5,330.7,126.7,595.4,313.0,450.7,564.4,276.2,268.9,279.1,328.3,226280_at
BF059512,99.9,168.4,67.7,50.5,31.1,74.8,215.6,1077.7,197.7,250.8,113.7,132.2,72.4,226281_at
AW129783,3297.8,3563.1,3069.6,2592.0,3389.8,2165.6,2530.5,2010.5,3705.7,2977.9,2544.6,2091.4,2804.9,226282_at
BF131947,156.5,120.6,123.0,171.1,55.9,111.0,105.6,152.0,259.2,169.9,163.3,213.0,249.0,226283_at
BF111616,234.3,205.7,173.0,130.8,246.8,164.5,112.5,197.6,217.0,197.2,166.2,253.0,198.8,226284_at
AI808634,150.0,201.2,143.8,303.4,361.6,370.9,333.5,245.9,278.5,227.3,315.7,168.1,217.1,226285_at
AI686411,57.2,230.7,78.9,175.1,107.8,132.1,165.4,156.7,45.7,40.1,146.2,176.3,127.2,226286_at
AI458313,233.5,148.4,124.9,166.5,219.6,165.2,159.1,154.6,134.5,198.2,180.8,243.7,216.8,226287_at
AI951319,195.2,347.4,383.2,426.6,521.3,411.2,359.9,262.9,538.7,422.6,515.1,413.7,552.3,226288_s_at
BE551139,52.3,72.2,102.8,105.7,85.9,138.1,115.0,73.6,114.9,75.5,41.6,113.4,97.1,226289_at
AW051603,147.3,140.2,193.9,114.0,71.8,108.1,122.2,112.3,303.2,108.8,109.0,136.9,190.4,226290_at
AB046783,428.6,327.6,412.7,441.6,455.5,352.5,428.8,552.5,546.0,439.8,475.8,406.9,456.6,226291_at
BF195709,409.7,410.4,333.9,474.4,389.9,316.6,260.1,359.6,234.4,255.6,383.5,342.7,225.0,226292_at
BE781103,1389.1,874.3,926.9,1151.3,1530.1,862.9,1060.1,1167.1,722.6,1368.5,1170.2,930.5,1016.7,226293_at
AI245517,431.3,262.9,346.6,289.9,268.0,364.3,395.8,438.3,839.8,337.8,380.6,385.9,533.1,226294_x_at
W60848,494.1,470.5,382.4,312.9,587.1,312.3,449.3,240.3,206.7,264.3,162.3,167.1,192.6,226295_at
AK021626,5615.4,4250.2,3512.4,4214.9,3965.9,2021.5,2133.0,2604.3,1847.9,2641.5,3224.3,1935.3,2895.5,226296_s_at
AV693403,922.2,1181.1,985.5,900.7,580.9,1700.2,1238.8,1011.7,1626.0,861.4,767.8,671.7,714.6,226297_at
BE394201,308.8,370.3,345.6,309.3,270.6,191.2,253.1,288.2,279.7,208.2,239.9,197.8,214.9,226298_at
NM_013355,172.9,171.7,85.3,48.6,252.5,74.2,129.2,91.2,161.2,195.3,177.8,210.4,147.4,226299_at
BF109807,1156.2,754.9,828.9,1022.7,701.5,620.6,944.0,448.0,555.9,762.4,804.1,587.5,588.2,226300_at
AV729072,181.1,107.4,94.3,84.9,139.1,208.5,125.1,230.5,123.6,148.2,157.3,208.1,178.6,226301_at
BG290908,239.6,217.5,167.9,208.6,102.2,75.1,162.6,183.2,266.0,194.3,274.8,147.8,233.6,226302_at
AA706788,33.1,28.5,16.9,56.7,50.0,11.1,18.5,18.4,43.8,60.1,125.6,16.7,103.3,226303_at
AA563621,840.2,1033.5,498.2,754.1,727.2,500.3,339.9,367.8,526.2,665.3,532.4,481.9,383.0,226304_at
AV696976,399.9,276.1,179.4,244.1,273.6,249.1,199.0,232.4,240.9,323.5,347.0,295.2,204.5,226305_at
BF984592,251.7,421.5,446.2,481.0,362.2,289.6,336.8,421.3,185.0,496.4,384.6,323.0,387.6,226306_at
AW504757,675.6,666.6,676.2,549.0,643.0,400.8,408.3,533.7,443.5,528.1,459.3,371.3,352.7,226307_at
AA099118,11.3,9.7,10.6,16.9,24.1,7.0,17.1,24.1,21.2,48.9,28.3,13.8,20.1,226308_at
AK026653,184.5,209.9,181.7,186.1,148.8,282.6,153.4,148.3,247.1,195.4,138.9,169.4,241.8,226309_at
AI743511,41.8,83.6,92.9,73.7,43.8,73.0,90.1,110.7,214.5,63.7,88.2,91.6,96.9,226310_at
BF058422,3430.3,1991.6,4036.0,2516.2,1398.7,1980.2,1246.6,1228.6,2230.7,1040.7,2021.0,1723.1,2206.0,226311_at
BF940270,295.2,219.4,334.6,205.6,181.7,332.0,253.1,381.9,749.9,207.3,207.7,191.8,296.4,226312_at
H49529,155.9,84.1,46.4,94.5,75.4,133.1,27.4,36.0,107.1,142.0,132.5,79.5,85.2,226313_at
AA039350,1528.4,873.1,1132.1,1297.0,1314.4,809.8,951.7,929.8,817.3,694.1,830.0,734.8,710.5,226314_at
AI337102,168.8,356.4,353.3,402.2,471.3,460.2,473.3,369.8,390.7,419.1,376.4,299.6,362.6,226315_at
BF592957,35.3,25.3,59.3,4.2,7.4,41.3,57.0,35.0,90.8,13.8,1.5,34.6,32.5,226316_at
AI983837,231.4,174.9,245.3,150.0,124.9,287.7,221.4,363.3,491.9,252.5,240.7,299.2,400.6,226317_at
AI701055,450.2,23.3,182.5,89.6,36.6,60.0,70.2,206.4,215.3,24.5,16.8,157.6,153.0,226318_at
AF047002,784.6,515.8,540.4,726.5,753.6,386.4,652.8,314.6,57.9,209.7,367.4,144.0,227.9,226319_s_at
AF047002,616.1,669.7,422.7,732.4,684.4,394.4,591.4,302.0,24.6,226.7,310.2,112.4,181.8,226320_at
AW080618,166.9,122.8,125.0,164.8,49.7,267.2,301.4,255.4,618.0,199.4,156.3,189.9,366.3,226321_at
BF109231,501.4,734.6,472.0,414.9,353.3,487.9,540.2,1096.8,981.3,779.5,450.3,439.5,686.6,226322_at
AA398517,272.6,363.4,243.6,320.6,302.4,288.2,211.7,343.4,255.5,211.9,210.0,206.6,282.2,226323_at
AB033005,235.9,400.2,563.2,580.4,329.7,326.1,267.6,339.6,336.4,556.6,538.3,448.3,585.2,226324_s_at
BF593252,162.9,104.6,105.9,173.4,132.5,104.9,165.9,341.8,18.6,106.3,179.9,46.1,139.0,226325_at
AI798098,259.2,273.9,252.6,243.9,105.4,305.2,119.3,377.9,593.2,236.1,274.6,189.2,368.6,226326_at
N64593,75.7,85.3,38.0,138.4,61.3,121.8,103.8,109.8,161.6,64.3,92.5,59.1,126.7,226327_at
BF590630,34.9,204.1,135.9,147.3,48.0,29.2,37.9,235.9,117.4,37.9,40.8,23.8,37.4,226328_at
BF055289,225.1,155.8,224.6,160.4,174.5,146.6,153.1,318.6,376.5,129.9,205.2,194.7,280.4,226329_s_at
BF739930,350.6,441.3,390.4,458.7,254.8,384.5,330.9,400.5,566.5,417.0,448.3,283.6,486.0,226330_s_at
BF508813,465.9,550.4,531.5,309.5,190.3,674.4,421.5,552.1,922.6,295.0,293.8,195.8,467.3,226331_at
AI569932,313.2,229.6,325.7,268.6,281.3,438.2,311.0,458.8,414.3,223.8,277.2,358.1,358.5,226332_at
AV700030,20.2,9.7,5.4,5.6,9.2,41.2,7.3,7.4,7.6,5.7,7.2,4.1,14.3,226333_at
AW117717,268.4,147.0,222.0,165.9,127.1,118.9,245.0,247.8,491.9,36.6,103.7,279.5,240.1,226334_s_at
BG498334,414.6,263.1,165.2,187.9,117.0,525.5,257.5,304.3,624.4,225.3,205.7,256.4,258.2,226335_at
T62044,1300.2,1594.8,1309.5,1343.5,1363.9,690.6,788.8,757.0,1071.2,1143.6,1117.5,1046.3,1043.3,226336_at
AK021814,118.9,116.5,86.5,90.5,81.5,109.6,106.1,85.5,250.3,32.8,56.3,129.4,128.7,226337_at
AA604382,192.8,230.0,152.6,150.8,123.2,138.4,135.8,186.5,171.9,237.7,257.4,262.5,333.7,226338_at
AW500239,376.9,428.3,309.6,313.2,261.1,232.6,213.8,299.8,439.8,298.4,296.6,344.3,339.4,226339_at
AI628311,586.3,320.2,305.6,339.7,443.3,294.6,461.0,413.7,408.7,222.5,247.8,302.1,250.8,226340_x_at
AI535737,41.1,21.1,30.4,33.9,29.0,7.3,36.5,58.1,71.3,79.4,41.9,51.0,58.2,226341_at
AW593244,2387.5,1006.7,1777.9,2068.0,2575.8,681.2,1153.6,1352.0,1238.2,286.4,1062.8,406.5,1168.2,226342_at
W74486,445.7,541.4,373.9,351.0,338.8,548.1,548.7,635.0,719.4,330.8,461.6,411.8,459.4,226343_at
AI741051,27.5,5.5,38.7,66.2,40.0,77.1,55.8,41.8,113.7,35.5,21.6,77.6,38.0,226344_at
AW270158,521.3,479.8,578.8,538.2,482.1,908.7,583.4,605.3,1249.5,750.2,682.3,576.4,801.4,226345_at
AA527151,146.1,174.5,151.1,230.3,234.9,160.4,226.9,110.0,58.0,118.3,163.4,135.5,204.6,226346_at
AI754928,1399.5,1042.4,1434.7,1543.8,1835.1,1164.2,1353.6,1805.9,880.7,448.1,676.3,610.2,711.2,226347_at
AK026764,691.5,666.1,918.5,552.5,803.7,654.4,741.6,661.7,786.7,274.4,281.6,125.8,436.8,226348_at
BE264828,120.2,176.9,226.4,179.7,86.5,151.1,139.9,183.2,144.9,119.5,179.0,23.9,135.2,226349_at
AU155565,117.6,104.8,133.0,98.6,49.4,109.4,60.0,84.9,193.8,98.4,154.4,117.4,182.6,226350_at
AK021577,303.9,379.2,307.7,317.7,298.4,223.9,226.5,315.7,230.5,358.3,320.8,405.0,274.2,226351_at
BF447037,295.2,320.5,246.5,343.9,164.1,235.7,434.5,300.2,377.9,414.7,370.7,203.8,356.4,226352_at
AI674647,1008.1,924.8,666.3,547.6,300.4,564.4,607.2,1076.9,1280.0,420.4,291.7,393.9,362.0,226353_at
BE892574,1123.6,1174.2,694.7,601.8,534.5,1115.3,1112.9,1543.9,1104.1,1099.3,728.5,687.8,680.6,226354_at
AW001089,136.3,157.1,70.0,124.5,154.4,119.7,44.6,48.9,20.5,36.6,44.4,46.4,61.6,226355_at
AA535864,327.1,396.8,291.0,364.8,435.1,237.5,257.2,314.2,297.0,260.1,492.8,395.9,382.2,226356_at
AW473649,1512.9,1046.0,775.9,817.3,791.3,431.3,525.4,583.9,495.9,509.9,633.1,542.0,354.9,226357_at
AW237258,169.1,227.1,230.4,248.6,197.2,219.5,262.1,266.8,194.6,182.3,201.3,184.8,161.9,226358_at
BF514508,36.8,75.2,30.2,28.7,28.3,17.7,13.1,19.6,14.3,8.8,15.8,23.5,12.6,226359_at
AK022809,220.2,194.8,222.7,209.2,234.0,179.9,144.3,128.0,120.6,168.6,146.4,90.8,146.0,226360_at
BF056095,1911.8,1256.1,1370.7,1610.3,1099.2,1116.8,1244.8,1132.9,845.8,1360.0,1555.1,927.0,1002.6,226361_at
AI198515,165.3,136.1,214.6,167.5,173.2,177.7,187.9,249.4,233.0,187.4,178.9,296.4,187.6,226362_at
BE550362,146.4,169.5,229.1,177.0,234.0,293.1,263.2,211.6,294.7,239.7,258.4,276.5,249.5,226363_at
AU145049,81.2,232.5,364.0,351.8,197.7,162.5,212.0,151.6,298.1,193.7,381.7,274.7,397.3,226364_at
W03242,111.9,23.7,37.1,134.1,28.8,31.6,39.2,129.1,40.1,138.7,44.5,148.6,97.5,226365_at
AI828221,61.3,75.5,65.3,58.8,60.5,70.2,85.0,80.3,177.9,51.9,70.3,57.6,89.5,226366_at
AA854032,6.6,7.0,11.7,9.1,9.9,63.2,13.0,9.4,7.0,16.1,6.7,40.4,23.3,226367_at
AI806905,256.9,387.7,369.9,360.6,601.7,584.2,570.2,703.6,136.0,456.6,436.6,290.3,584.9,226368_at
AW138760,309.2,190.2,236.8,194.3,396.2,360.6,224.1,305.7,353.8,486.2,269.6,416.9,334.1,226369_at
BG149487,136.6,97.1,93.1,92.2,64.8,190.7,69.2,78.1,201.4,94.4,21.7,97.5,90.7,226370_at
AI672662,306.7,306.4,309.7,318.7,312.1,386.0,295.9,276.2,336.5,193.7,233.4,336.2,299.1,226371_at
AI123348,254.4,274.7,363.3,437.0,770.6,567.8,590.7,946.1,292.8,272.1,312.8,208.2,330.3,226372_at
AW166098,252.7,185.5,247.2,284.8,270.6,226.1,227.4,210.1,125.7,191.0,247.9,229.1,256.3,226373_at
BG260087,36.4,42.4,3.5,45.6,5.7,80.5,85.9,65.4,261.2,106.6,3.1,43.6,59.0,226374_at
AW206440,90.0,93.2,158.9,96.6,141.3,30.6,77.9,33.4,58.9,45.5,39.0,30.5,32.9,226375_at
AI885018,175.2,195.4,165.9,136.2,99.0,133.5,122.7,81.7,105.4,91.7,96.0,111.6,68.2,226376_at
AI093722,2197.8,1516.6,1748.9,1451.2,1673.1,1441.5,1462.1,1372.4,1044.5,694.6,675.1,650.7,712.4,226377_at
AI554705,532.2,527.6,500.1,691.2,681.8,415.3,464.4,456.1,247.1,402.0,369.0,270.8,440.6,226378_s_at
AI692474,161.0,310.2,276.9,204.6,294.6,376.6,260.8,326.5,208.7,355.1,236.0,209.1,105.8,226379_s_at
N21442,596.9,593.8,426.2,444.5,438.4,449.0,443.9,418.0,636.9,303.4,364.1,334.8,420.6,226380_at
AW450329,313.9,244.7,260.5,262.5,134.2,250.5,282.9,185.6,617.0,336.9,342.0,368.0,419.0,226381_at
AA528080,158.8,210.3,193.1,164.8,158.2,139.0,161.9,118.3,128.9,150.5,96.1,150.3,159.8,226382_at
AI652452,163.1,240.8,178.7,182.3,96.9,332.0,212.2,335.4,545.2,199.1,180.8,213.0,241.6,226383_at
BE858787,394.9,323.5,138.3,179.3,235.1,176.7,262.6,153.8,222.4,174.9,213.1,358.7,219.2,226384_at
BG397444,3297.1,2899.0,2105.3,2333.7,2720.7,1729.3,2027.3,2588.8,1974.3,1660.4,2488.7,1418.1,2141.4,226385_s_at
BG397444,2563.1,1861.9,1595.1,1950.3,1794.1,1433.6,1484.4,1705.1,1355.8,1314.4,1605.6,946.7,1308.9,226386_at
AI439157,144.3,147.5,115.2,133.3,143.3,164.6,86.6,143.3,157.6,104.5,117.2,157.3,109.3,226387_at
AI675780,669.6,404.5,477.7,478.6,676.0,607.7,963.4,582.6,245.8,378.3,732.6,507.0,549.5,226388_at
AU158380,221.8,294.4,323.7,166.0,176.3,53.0,57.3,75.3,38.7,94.6,58.2,60.2,56.0,226389_s_at
AA628398,135.8,124.9,197.9,165.4,135.8,249.1,210.1,339.6,560.1,237.1,184.7,138.3,197.4,226390_at
AW271788,190.6,314.9,440.7,236.5,381.1,353.4,187.4,240.9,494.2,315.8,367.9,385.8,247.7,226391_at
AI888503,146.4,228.4,199.0,206.3,90.5,135.0,171.5,225.6,308.4,124.7,171.8,119.8,195.6,226392_at
AW055161,352.0,510.2,509.8,510.1,365.5,515.5,416.8,408.5,561.8,615.1,530.5,633.6,689.3,226393_at
BE966193,244.1,235.7,172.5,183.5,158.0,201.7,147.3,252.7,228.7,108.9,180.1,172.8,155.0,226394_at
AI912618,228.6,201.6,185.7,130.1,189.4,238.8,178.2,124.7,419.0,160.0,189.2,273.1,267.8,226395_at
N36832,20.2,148.7,26.4,61.2,138.1,75.6,99.7,74.6,29.8,32.8,35.0,13.1,16.8,226396_at
BG502771,105.5,262.6,134.4,135.6,176.1,202.6,181.5,215.7,107.0,267.5,138.5,232.2,222.0,226397_s_at
AI804930,287.6,203.1,100.3,188.6,41.3,153.7,300.5,234.7,325.3,133.5,300.3,187.2,412.2,226398_s_at
AL121021,176.2,162.7,157.0,136.7,94.9,127.0,177.1,156.4,403.8,135.8,95.3,181.8,212.4,226399_at
N92917,2401.1,3001.9,1624.2,1493.4,805.1,973.7,936.5,1736.0,695.6,1424.1,1608.3,1404.5,1701.7,226400_at
AL040631,39.6,298.6,194.2,132.7,49.6,20.9,47.4,328.8,38.4,34.3,60.8,37.0,50.7,226401_at
AK026498,194.4,315.5,234.4,196.3,186.9,276.3,224.3,222.0,225.4,290.3,314.0,373.3,407.1,226402_at
BE645551,281.6,276.8,338.0,249.2,258.1,114.5,537.9,246.4,235.4,359.4,414.3,527.4,417.7,226403_at
AA768866,32.0,22.9,73.3,44.4,61.0,63.3,54.5,45.5,200.8,80.2,104.7,146.0,133.4,226404_at
AK001822,298.1,330.3,221.2,287.3,148.0,160.5,43.3,250.5,143.2,152.6,246.7,47.5,182.4,226405_s_at
AI823360,235.7,418.7,345.2,335.3,175.4,274.1,319.4,383.0,433.2,256.9,324.8,278.8,348.1,226406_at
BE549656,146.9,68.1,129.6,131.4,56.6,39.8,49.2,110.2,137.5,12.8,19.6,33.6,51.9,226407_at
AA905942,941.2,995.2,632.5,869.8,884.5,572.7,737.2,424.0,466.3,490.6,620.7,422.6,493.0,226408_at
BE349614,473.1,556.1,674.7,775.3,654.7,429.9,554.1,542.1,466.3,514.6,701.1,459.4,693.7,226409_at
R60020,368.6,355.2,199.2,267.5,387.5,223.7,364.3,283.4,140.8,278.6,274.0,158.3,165.7,226410_at
N32544,346.0,481.7,319.9,345.7,340.8,206.3,292.1,270.6,180.6,403.9,399.2,267.0,243.7,226411_at
N66397,191.1,147.9,180.8,81.1,147.2,185.8,160.1,182.8,317.0,188.6,425.4,264.1,202.5,226412_at
AA044705,200.8,213.7,134.4,161.4,155.3,111.9,145.3,95.4,148.8,140.9,130.8,155.7,117.7,226413_at
BG180679,4083.9,3714.1,2913.8,3485.7,3650.0,2029.9,2474.3,2334.0,1368.1,2626.7,3904.2,2658.8,2403.2,226414_s_at
AA156723,17.6,46.1,24.9,103.8,17.6,21.5,68.7,39.5,25.6,173.7,269.1,49.1,200.2,226415_at
AL137679,329.3,269.7,316.5,214.5,112.3,249.6,200.1,195.4,278.8,162.9,143.3,167.3,179.4,226416_at
BE467004,6.4,9.6,12.5,75.7,36.8,36.3,12.1,3.8,10.5,7.6,9.3,9.4,74.3,226417_at
H03165,12.8,19.6,33.1,40.8,9.9,10.6,79.4,7.8,69.6,55.7,24.9,45.2,31.1,226418_at
AA046439,152.4,126.0,160.0,155.8,203.3,275.8,230.9,239.2,434.6,142.0,128.3,168.0,157.5,226419_s_at
BG261252,40.9,38.2,33.9,72.1,77.9,64.0,50.7,55.4,64.2,9.9,52.6,64.4,42.4,226420_at
AA707320,460.3,412.1,330.7,350.5,375.6,370.3,378.2,257.6,408.8,404.9,477.3,543.2,568.3,226421_at
AI760464,461.5,354.0,532.7,359.3,141.6,313.9,347.5,432.8,542.8,347.6,355.2,294.2,469.8,226422_at
AW006774,224.3,342.7,191.9,220.1,232.9,182.6,249.0,257.6,290.2,401.6,255.5,338.5,318.7,226423_at
AI683754,34.3,94.6,114.1,44.4,168.2,127.1,77.0,126.0,116.0,210.0,166.1,280.5,169.8,226424_at
AU144247,355.2,516.0,353.9,455.8,178.8,458.3,265.1,271.0,854.7,440.9,370.6,449.5,497.3,226425_at
BG149849,342.6,439.1,247.2,528.1,354.8,402.8,398.9,429.2,797.9,431.2,471.6,419.1,275.5,226426_at
AI356758,3.2,3.8,6.5,8.5,5.1,17.3,19.8,4.1,4.3,9.4,12.2,4.3,5.8,226427_s_at
AI885873,272.0,458.5,505.0,494.7,381.2,300.6,361.8,266.1,271.9,213.0,248.8,158.5,261.5,226428_at
BE218238,157.9,171.7,212.6,151.3,150.3,200.8,185.7,186.4,222.6,229.3,270.4,190.9,238.3,226429_at
AI394438,848.6,934.1,842.7,758.5,667.8,1081.7,926.7,1186.7,1492.5,1014.4,1254.7,1378.9,1143.2,226430_at
AK025007,282.5,380.8,238.1,270.4,456.0,418.8,504.5,248.5,684.1,381.8,421.1,309.3,423.7,226431_at
AI276880,76.6,113.8,106.4,117.3,100.8,132.1,88.5,96.1,306.5,65.6,102.7,97.8,146.2,226432_at
BF056204,14.6,5.3,14.2,18.6,27.2,17.1,19.6,59.7,12.6,15.6,121.9,16.8,27.6,226433_at
BF000655,951.3,663.3,564.1,723.1,531.0,415.1,481.2,453.7,399.9,383.4,630.3,311.7,524.2,226434_at
AU145309,331.2,274.8,508.9,366.4,299.7,455.4,443.9,283.1,527.3,181.4,324.8,273.3,481.9,226435_at
N49935,227.1,286.5,72.9,264.8,85.2,123.8,169.3,122.2,132.3,244.6,312.5,315.2,174.7,226436_at
AI079540,1785.9,1323.8,1178.9,1707.4,928.9,534.9,1027.6,871.6,428.4,606.9,833.3,456.2,632.3,226437_at
AK025100,265.5,184.4,163.6,356.4,41.6,125.6,91.2,114.1,100.6,60.1,161.0,128.4,151.8,226438_at
AI246710,114.8,135.8,134.1,128.7,152.5,142.5,126.0,114.2,166.6,185.2,190.5,177.1,129.1,226439_s_at
BE222746,478.2,407.9,507.7,572.9,493.9,535.1,579.0,471.7,465.2,598.8,610.8,428.8,524.8,226440_at
AA045204,28.0,21.7,42.2,46.9,2.8,82.6,103.7,104.8,134.7,62.4,38.9,33.1,70.3,226441_at
H06267,19.0,142.2,15.3,63.2,18.5,73.5,37.5,7.8,7.1,10.6,12.7,15.6,12.5,226442_at
BG397561,535.6,459.3,440.1,487.3,280.4,267.9,333.3,316.6,236.2,362.4,301.5,305.1,329.0,226443_at
AI700476,52.6,36.9,12.9,7.3,9.5,51.2,7.9,19.1,57.0,61.9,75.0,32.0,23.1,226444_at
AI743109,289.8,332.3,251.4,247.6,234.4,181.8,225.2,219.1,154.0,164.8,193.2,260.7,156.3,226445_s_at
AW249678,42.3,16.8,14.8,15.4,18.6,24.3,25.2,13.2,18.7,33.1,28.8,19.7,17.9,226446_at
BG290742,337.1,271.0,338.5,215.1,203.8,296.0,285.5,231.2,466.9,99.5,80.6,103.9,142.7,226447_at
AI130705,179.6,205.6,205.5,217.1,179.0,230.1,136.8,191.0,198.8,209.3,173.5,159.9,250.2,226448_at
AI392933,314.1,217.6,342.9,170.2,161.3,256.6,330.2,221.8,480.1,217.1,255.0,258.4,327.3,226449_at
AV703054,226.7,281.9,323.5,286.5,676.4,448.9,342.5,273.8,327.0,298.7,275.5,247.1,359.2,226450_at
AI453531,675.6,419.8,475.6,377.4,790.5,420.0,373.6,391.8,427.7,543.4,487.4,473.7,491.4,226451_at
AU146532,621.2,624.6,544.7,535.6,249.9,405.4,389.5,453.8,1012.4,440.3,606.7,579.2,636.5,226452_at
BF982002,870.1,487.8,446.8,883.1,784.0,421.5,789.8,412.2,345.3,883.2,1094.8,729.4,631.6,226453_at
BF508604,352.2,261.4,277.8,309.3,244.4,228.9,269.8,239.2,210.4,367.6,358.8,255.3,315.0,226454_at
AL563283,217.1,169.0,185.7,131.7,187.4,165.6,180.9,173.8,155.6,242.7,277.0,181.7,190.3,226455_at
AW138157,384.4,348.4,267.9,304.6,547.5,382.7,571.5,433.7,345.3,527.5,435.9,335.8,434.8,226456_at
BG527339,134.2,127.7,135.5,154.8,202.9,176.8,186.6,163.7,125.6,133.2,112.2,155.2,160.3,226457_at
AL559202,108.6,88.4,58.8,90.5,67.6,179.7,81.7,94.3,161.6,80.0,103.7,151.0,101.7,226458_at
AW575754,53.2,75.0,173.9,207.9,34.8,259.8,244.2,193.9,180.8,193.5,188.0,284.3,92.8,226459_at
AB040883,187.9,208.3,249.2,170.7,117.8,181.5,144.4,121.5,184.0,166.3,188.3,166.8,235.0,226460_at
AA204719,135.5,219.2,265.0,183.8,279.1,245.6,336.7,249.5,236.7,371.1,203.9,189.6,162.4,226461_at
AW134979,13.9,11.5,11.2,4.7,13.1,20.7,9.6,9.8,13.6,58.9,16.3,10.6,7.7,226462_at
AW241758,224.7,275.2,166.3,137.3,119.7,246.8,240.7,290.9,386.4,184.6,142.1,180.7,169.2,226463_at
BE348597,283.9,271.5,426.6,344.7,227.6,314.7,318.0,385.7,603.1,265.0,282.2,220.1,435.2,226464_at
BF676840,630.3,457.2,335.8,298.8,593.8,322.6,445.7,608.6,725.9,365.5,553.1,356.3,490.4,226465_s_at
AL544688,997.6,900.6,811.3,901.9,915.4,572.1,791.6,700.4,473.7,727.0,1031.8,656.4,646.9,226466_s_at
AK022750,494.0,356.1,458.8,526.0,591.7,462.4,461.8,503.9,469.1,468.2,491.1,479.2,585.4,226467_at
AA778521,387.3,809.9,396.3,317.8,474.0,414.6,402.1,236.2,343.7,268.3,369.7,205.2,349.9,226468_at
AL049709,44.8,91.9,67.3,70.3,64.7,15.0,37.0,43.8,97.3,50.1,92.4,72.1,97.4,226469_s_at
AL049709,205.6,237.6,316.8,394.7,239.4,285.2,244.7,310.3,138.4,300.5,288.2,321.7,308.1,226470_at
AI423493,27.3,109.4,71.1,54.7,27.6,67.9,20.0,23.7,23.0,27.9,28.9,16.5,31.8,226471_at
BF515889,58.5,71.3,50.5,68.7,24.1,74.7,78.4,54.5,179.6,57.9,27.1,67.9,115.5,226472_at
BE514414,102.7,137.9,203.5,205.1,218.6,181.8,176.9,53.0,115.4,263.2,371.8,235.5,320.6,226473_at
AA005023,838.3,598.3,505.7,413.4,849.4,533.2,463.8,860.1,492.1,537.7,511.4,595.1,470.5,226474_at
AI650582,197.1,222.7,200.1,224.3,178.3,129.5,43.8,118.6,137.5,67.4,127.3,103.6,131.6,226475_at
AK023239,33.8,113.3,75.8,72.0,57.1,16.4,21.0,56.0,75.0,74.0,95.4,40.6,91.9,226476_s_at
AK023239,106.7,183.6,115.9,191.5,224.7,177.1,146.4,51.6,112.7,147.8,103.2,123.2,137.8,226477_at
BF540749,125.5,114.9,119.5,66.2,79.9,18.9,82.1,156.2,136.2,115.4,56.9,131.4,91.1,226478_at
AL359577,147.1,133.3,77.4,152.9,91.2,160.1,150.9,150.0,239.9,134.8,144.2,164.2,137.5,226479_at
N21475,171.9,221.8,217.9,173.9,110.7,282.3,205.7,297.7,349.8,291.4,203.7,268.7,289.1,226480_at
W74375,289.2,409.2,391.9,330.4,427.0,306.3,386.3,411.6,419.2,406.7,364.0,301.3,362.9,226481_at
AI814545,1400.8,1842.5,1101.6,810.0,1044.5,924.3,1491.5,895.4,684.5,1427.3,1406.5,1020.5,1290.6,226482_s_at
